"KAPITEL_CODE","KAPITEL_NURNAME","GRUPPE_CODE","GRUPPE_NURNAME","ICD_NAME","ICD_CODE","ICD_FLAG_RARE","ICD_FLAG_UEBERLEIT"
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S85.7: Verletzung mehrerer Blutgefäße in Höhe des Unterschenkels,S85.7,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S85.8: Verletzung sonstiger Blutgefäße in Höhe des Unterschenkels,S85.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S85.9: Verletzung eines nicht näher bezeichneten Blutgefäßes in Höhe des Unterschenkels,S85.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S86.0: Verletzung der Achillessehne,S86.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,T02.80: Frakturen mit Beteiligung sonstiger Kombinationen von Körperregionen: geschlossen oder o.n.A.,T02.80,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,T02.61: Frakturen mit Beteiligung mehrerer Regionen der oberen Extremität(en) und mehrerer Regionen der unteren Extremität(en): offen,T02.61,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T02.70: Frakturen mit Beteiligung von Thorax, Lumbosakralgegend und Extremität(en) oder von Thorax, Becken und Extremität(en): geschlossen oder o.n.A.",T02.70,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T02.71: Frakturen mit Beteiligung von Thorax, Lumbosakralgegend und Extremität(en) oder von Thorax, Becken und Extremität(en): offen",T02.71,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,T02.81: Frakturen mit Beteiligung sonstiger Kombinationen von Körperregionen: offen,T02.81,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T02.90: Multiple Frakturen, nicht näher bezeichnet: geschlossen oder o.n.A.",T02.90,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T02.91: Multiple Frakturen, nicht näher bezeichnet: offen",T02.91,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T03.0: Luxationen, Verstauchungen und Zerrungen mit Beteiligung von Kopf und Hals",T03.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,T19.0: Fremdkörper in der Harnröhre,T19.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,T18.5: Fremdkörper in Anus und Rektum,T18.5,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,T18.8: Fremdkörper an sonstigen und mehreren Lokalisationen des Verdauungstraktes,T18.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,"T18.9: Fremdkörper im Verdauungstrakt, Teil nicht näher bezeichnet",T18.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,T19.1: Fremdkörper in der Harnblase,T19.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,T19.2: Fremdkörper in der Vulva und in der Vagina,T19.2,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,T19.3: Fremdkörper im Uterus [jeder Teil],T19.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,T19.8: Fremdkörper an sonstigen und mehreren Lokalisationen des Urogenitaltraktes,T19.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T15,Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,"T19.9: Fremdkörper im Urogenitaltrakt, Teil nicht näher bezeichnet",T19.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet","T22.92: Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion",T22.92,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet","T22.83: Verbrennung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhöhle",T22.83,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet","T22.90: Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht näher bezeichnet",T22.90,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet","T22.91: Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen",T22.91,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet","T22.93: Verätzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhöhle",T22.93,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.0: Verbrennung nicht näher bezeichneten Grades des Handgelenkes und der Hand,T23.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.1: Verbrennung 1. Grades des Handgelenkes und der Hand,T23.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T25.5: Verätzung 1. Grades der Knöchelregion und des Fußes,T25.5,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T25.21: Verbrennung Grad 2b der Knöchelregion und des Fußes,T25.21,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T25.3: Verbrennung 3. Grades der Knöchelregion und des Fußes,T25.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T25.4: Verätzung nicht näher bezeichneten Grades der Knöchelregion und des Fußes,T25.4,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T25.60: Verätzung Grad 2a der Knöchelregion und des Fußes,T25.60,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T25.61: Verätzung Grad 2b der Knöchelregion und des Fußes,T25.61,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T25.7: Verätzung 3. Grades der Knöchelregion und des Fußes,T25.7,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",T26.0: Verbrennung des Augenlides und der Periokularregion,T26.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T38.9: Vergiftung: Sonstige und nicht näher bezeichnete Hormon-Antagonisten,T38.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen","T38.6: Vergiftung: Antigonadotropine, Antiöstrogene und Antiandrogene, anderenorts nicht klassifiziert",T38.6,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T38.7: Vergiftung: Androgene und verwandte Anabolika,T38.7,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T38.8: Vergiftung: Sonstige und nicht näher bezeichnete Hormone und synthetische Ersatzstoffe,T38.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T39.0: Vergiftung: Salizylate,T39.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T39.1: Vergiftung: 4-Aminophenol-Derivate,T39.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T39.2: Vergiftung: Pyrazolon-Derivate,T39.2,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T39.3: Vergiftung: Sonstige nichtsteroidale Antiphlogistika [NSAID],T39.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S55.1: Verletzung der A. radialis in Höhe des Unterarmes,S55.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S54.8: Verletzung sonstiger Nerven in Höhe des Unterarmes,S54.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S54.9: Verletzung eines nicht näher bezeichneten Nervs in Höhe des Unterarmes,S54.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S55.0: Verletzung der A. ulnaris in Höhe des Unterarmes,S55.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S55.2: Verletzung von Venen in Höhe des Unterarmes,S55.2,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S55.7: Verletzung mehrerer Blutgefäße in Höhe des Unterarmes,S55.7,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S55.8: Verletzung sonstiger Blutgefäße in Höhe des Unterarmes,S55.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S55.9: Verletzung eines nicht näher bezeichneten Blutgefäßes in Höhe des Unterarmes,S55.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S56.0: Verletzung von Beugemuskeln und -sehnen des Daumens in Höhe des Unterarmes,S56.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S70,Verletzungen der Hüfte und des Oberschenkels,S70.83: Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Insektenbiss oder -stich (ungiftig),S70.83,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S70,Verletzungen der Hüfte und des Oberschenkels,S70.7: Multiple oberflächliche Verletzungen der Hüfte und des Oberschenkels,S70.7,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S70,Verletzungen der Hüfte und des Oberschenkels,S70.81: Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Schürfwunde,S70.81,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S70,Verletzungen der Hüfte und des Oberschenkels,S70.82: Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Blasenbildung (nichtthermisch),S70.82,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S70,Verletzungen der Hüfte und des Oberschenkels,S70.84: Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Oberflächlicher Fremdkörper (Splitter),S70.84,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S70,Verletzungen der Hüfte und des Oberschenkels,S70.86: Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Subkutanes (geschlossenes) Décollement,S70.86,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S70,Verletzungen der Hüfte und des Oberschenkels,S70.88: Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Sonstige,S70.88,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S70,Verletzungen der Hüfte und des Oberschenkels,"S70.9: Oberflächliche Verletzung der Hüfte und des Oberschenkels, nicht näher bezeichnet",S70.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S86.7: Verletzung mehrerer Muskeln und Sehnen in Höhe des Unterschenkels,S86.7,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S86.1: Verletzung sonstiger Muskeln und Sehnen der posterioren Muskelgruppe in Höhe des Unterschenkels,S86.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S86.2: Verletzung von Muskeln und Sehnen der anterioren Muskelgruppe in Höhe des Unterschenkels,S86.2,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S86.3: Verletzung von Muskeln und Sehnen der peronäalen Muskelgruppe in Höhe des Unterschenkels,S86.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S86.8: Verletzung sonstiger Muskeln und Sehnen in Höhe des Unterschenkels,S86.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S86.9: Verletzung eines nicht näher bezeichneten Muskels oder einer nicht näher bezeichneten Sehne in Höhe des Unterschenkels,S86.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S87.0: Zerquetschung des Knies,S87.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S80,Verletzungen des Knies und des Unterschenkels,S87.8: Zerquetschung sonstiger und nicht näher bezeichneter Teile des Unterschenkels,S87.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T03.4: Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Regionen der oberen Extremität(en) und mehrerer Regionen der unteren Extremität(en)",T03.4,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T03.1: Luxationen, Verstauchungen und Zerrungen mit Beteiligung von Thorax und Lumbosakralgegend oder von Thorax und Becken",T03.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T03.2: Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Regionen der oberen Extremität(en)",T03.2,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T03.3: Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Regionen der unteren Extremität(en)",T03.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T03.8: Luxationen, Verstauchungen und Zerrungen mit Beteiligung sonstiger Kombinationen von Körperregionen",T03.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,"T03.9: Multiple Luxationen, Verstauchungen und Zerrungen, nicht näher bezeichnet",T03.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T00,Verletzungen mit Beteiligung mehrerer Körperregionen,T04.0: Zerquetschungen mit Beteiligung von Kopf und Hals,T04.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T20.21: Verbrennung Grad 2b des Kopfes und des Halses,T20.21,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T20.0: Verbrennung nicht näher bezeichneten Grades des Kopfes und des Halses,T20.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T20.1: Verbrennung 1. Grades des Kopfes und des Halses,T20.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T20.20: Verbrennung Grad 2a des Kopfes und des Halses,T20.20,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T20.3: Verbrennung 3. Grades des Kopfes und des Halses,T20.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T20.4: Verätzung nicht näher bezeichneten Grades des Kopfes und des Halses,T20.4,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T20.5: Verätzung 1. Grades des Kopfes und des Halses,T20.5,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T20.60: Verätzung Grad 2a des Kopfes und des Halses,T20.60,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.4: Verätzung nicht näher bezeichneten Grades des Handgelenkes und der Hand,T23.4,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.20: Verbrennung Grad 2a des Handgelenkes und der Hand,T23.20,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.21: Verbrennung Grad 2b des Handgelenkes und der Hand,T23.21,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.3: Verbrennung 3. Grades des Handgelenkes und der Hand,T23.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.5: Verätzung 1. Grades des Handgelenkes und der Hand,T23.5,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.60: Verätzung Grad 2a des Handgelenkes und der Hand,T23.60,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.61: Verätzung Grad 2b des Handgelenkes und der Hand,T23.61,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T20,"Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",T23.7: Verätzung 3. Grades des Handgelenkes und der Hand,T23.7,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind","T26.4: Verbrennung des Auges und seiner Anhangsgebilde, Teil nicht näher bezeichnet",T26.4,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",T26.1: Verbrennung der Kornea und des Konjunktivalsackes,T26.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",T26.2: Verbrennung mit nachfolgender Ruptur und Destruktion des Augapfels,T26.2,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",T26.3: Verbrennung sonstiger Teile des Auges und seiner Anhangsgebilde,T26.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",T26.5: Verätzung des Augenlides und der Periokularregion,T26.5,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",T26.6: Verätzung der Kornea und des Konjunktivalsackes,T26.6,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",T26.7: Verätzung mit nachfolgender Ruptur und Destruktion des Augapfels,T26.7,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T26,"Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",T26.8: Verätzung sonstiger Teile des Auges und seiner Anhangsgebilde,T26.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T40.0: Vergiftung: Opium,T40.0,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen","T39.4: Vergiftung: Antirheumatika, anderenorts nicht klassifiziert",T39.4,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen","T39.8: Vergiftung: Sonstige nichtopioidhaltige Analgetika und Antipyretika, anderenorts nicht klassifiziert",T39.8,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen","T39.9: Vergiftung: Nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika, nicht näher bezeichnet",T39.9,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T40.1: Vergiftung: Heroin,T40.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T40.2: Vergiftung: Sonstige Opioide,T40.2,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T40.3: Vergiftung: Methadon,T40.3,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T40.4: Vergiftung: Sonstige synthetische Betäubungsmittel,T40.4,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",T36,"Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",T40.5: Vergiftung: Kokain,T40.5,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S56.4: Verletzung von Streckmuskeln und -sehnen eines oder mehrerer sonstiger Finger in Höhe des Unterarmes,S56.4,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S56.1: Verletzung von Beugemuskeln und -sehnen eines oder mehrerer sonstiger Finger in Höhe des Unterarmes,S56.1,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S56.2: Verletzung von sonstigen Beugemuskeln und -sehnen in Höhe des Unterarmes,S56.2,0,0
19,"Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",S50,Verletzungen des Ellenbogens und des Unterarmes,S56.3: Verletzung von Streck- oder Abduktormuskeln und -sehnen des Daumens in Höhe des Unterarmes,S56.3,0,0
